Reporting date,Company Name,ABN,Segment,Sub-segment,Restriction on authorisation,Gross written premium,Gross earned premium,"Of which:Fire service levy",Outwards reinsurance expense,Net earned premium,Gross incurred claims,"Of which:Paid claims","Of which:Movement in outstanding claims liabilities",Reinsurance recoveries revenue,Non-reinsurance recoveries revenue,Net incurred claims,Of which: Current period net claims expense,Of which: Non-recurring items that are part of net claims,Acquisition costs (excluding LAT),Results of liability adequacy tests,Levies and charges,Commission revenue,Commission expense,Other underwriting expenses,Total underwriting expenses,Underwriting result,Investment income on assets backing insurance liabilities,Investment expenses on assets backing insurance liabilities,Insurance result,Investment income on shareholders funds,Other operating expenses,Other operating income,Income tax expense from continuing operations,Other profit and loss items,Net profit/loss after tax
31/03/2020,General Reinsurance Australia Ltd,16008427450,Reinsurer,Reinsurer,,39,52,0,16,36,115,21,94,59,0,56,5,51,7,-2,0,0,0,1,6,-26,6,0,-20,1,0,0,-6,0,-13
31/03/2020,Genworth Financial Mortgage Indemnity Limited,55001825725,Direct insurer,Lenders mortgage insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2020,Genworth Financial Mortgage Insurance Pty Limited,60106974305,Direct insurer,Lenders mortgage insurers,LMI,114,89,0,14,75,39,34,5,0,3,36,0,36,12,184,0,0,0,13,210,-171,33,0,-137,-41,4,0,-55,0,-127
31/03/2020,Gordian Runoff Limited,11052179647,Reinsurer,Reinsurer,Run-off,0,0,0,0,0,5,10,-5,2,0,3,0,3,0,0,0,0,0,0,0,-3,3,0,-1,6,0,0,2,0,4
31/03/2020,Great Lakes Insurance SE,18964580576,Direct insurer,Personal lines insurers,,8,7,0,7,0,7,16,-9,7,1,0,0,0,0,0,0,3,1,0,-2,3,0,0,3,0,2,0,0,0,0
31/03/2020,Guild Insurance Limited,55004538863,Direct insurer,Commercial lines insurers,,40,53,2,6,47,34,27,7,4,3,27,33,-6,4,0,0,2,5,0,7,13,1,0,14,-4,13,0,-1,0,-2
31/03/2020,Hallmark General Insurance Company Ltd.,82008477647,Direct insurer,Personal lines insurers,,7,11,0,0,11,7,5,2,0,0,7,7,0,0,9,0,0,2,0,11,-8,1,0,-7,0,4,0,0,0,-11
31/03/2020,Hannover Ruck SE,88002927031,Reinsurer,Reinsurer,,183,188,0,12,175,206,90,116,37,0,169,122,47,0,0,0,0,9,0,8,-2,18,0,16,3,3,-6,3,0,6
31/03/2020,HDI Global SE,55490279016,Direct insurer,Commercial lines insurers,,38,53,1,34,18,55,16,39,44,0,12,24,-13,2,0,1,7,4,1,1,5,0,0,6,0,2,0,1,0,3
31/03/2020,HDI Global Specialty SE,58129395544,Direct insurer,Commercial lines insurers,,63,57,1,51,7,108,20,88,96,0,12,0,11,0,0,1,12,11,-1,-1,-4,0,0,-4,0,2,0,-2,0,-4
31/03/2020,Hospitality Employers Mutual Limited,34124091470,Direct insurer,Commercial lines insurers,,-4,15,0,4,10,13,6,7,4,0,9,6,3,0,0,1,1,1,2,2,-1,0,0,-1,0,1,0,0,0,-2
31/03/2020,HSB Engineering Insurance Limited,24076158962,Direct insurer,Commercial lines insurers,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2020,Insurance Australia Limited,11000016722,Direct insurer,Direct insurers from large groups,,"1,902","2,128",53,"1,593",535,"2,967","2,110",858,"2,155",109,703,613,90,79,0,32,220,155,120,165,-334,0,0,-333,-222,79,68,-166,0,-400
31/03/2020,Insurance Manufacturers of Australia Pty Limited,93004208084,Direct insurer,Direct insurers from large groups,,923,951,37,79,871,"1,179","1,076",103,535,76,568,577,-9,98,0,34,0,30,3,164,139,-8,0,131,-51,1,0,24,0,55
31/03/2020,Lawcover Insurance Pty Limited,15095082509,Direct insurer,Commercial lines insurers,,1,18,0,2,16,15,10,6,0,0,16,13,3,0,0,0,0,0,4,4,-4,1,0,-3,-2,0,0,-2,0,-4
31/03/2020,LFI Group Pty Ltd,31138903581,Direct insurer,Personal lines insurers,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2020,Liberty Mutual Insurance Company,61086083605,Direct insurer,Commercial lines insurers,,86,130,1,53,76,131,37,94,58,0,73,61,13,-1,1,1,11,11,0,1,2,13,0,15,3,17,-3,-1,0,-2
31/03/2020,MDA National Insurance Pty Ltd,56058271417,Direct insurer,Commercial lines insurers,,0,17,0,1,17,36,11,25,7,7,23,13,10,0,0,0,0,0,1,1,-7,-12,0,-19,0,5,0,0,0,-24
31/03/2020,Medical Insurance Australia Pty Limited,99092709629,Direct insurer,Commercial lines insurers,,1,14,0,2,12,16,15,1,2,5,9,10,-1,0,0,0,0,0,0,0,2,-1,0,1,-1,6,0,-2,0,-4
31/03/2020,MetLife General Insurance Limited,64004195895,Direct insurer,Commercial lines insurers,Run-off,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0
31/03/2020,MIPS Insurance Pty Ltd,81089048359,Direct insurer,Commercial lines insurers,,0,12,0,6,6,39,12,27,15,10,13,13,0,0,0,1,2,0,0,-1,-6,-1,0,-7,0,1,0,-2,0,-5
31/03/2020,"Mitsui Sumitomo Insurance Company, Limited",49000525637,Direct insurer,Other direct insurers,,28,26,0,18,9,42,13,29,24,0,18,14,3,0,0,0,7,8,0,2,-11,0,0,-10,0,3,0,-4,0,-9
31/03/2020,Munchener Ruckversicherungs-Gesellschaft (Munich Reinsurance Company),90009763526,Reinsurer,Reinsurer,,418,365,0,66,299,376,191,185,68,0,308,224,83,0,0,0,0,73,2,75,-83,40,1,-44,22,12,-2,0,0,-36
31/03/2020,North Insurances Pty. Ltd.,21050197110,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2020,OnePath General Insurance Pty Limited,56072892365,Direct insurer,Personal lines insurers,,3,6,0,0,6,1,2,-1,0,0,1,1,0,1,0,0,0,0,0,1,4,0,0,4,0,1,1,1,0,2
31/03/2020,Optus Insurance Services Pty Limited,12005711928,Direct insurer,Personal lines insurers,,22,22,0,0,22,16,15,1,0,3,13,13,0,2,0,0,0,0,0,2,7,0,0,7,0,0,0,2,0,5
31/03/2020,Pacific International Insurance Pty Limited,83169311193,Direct insurer,Commercial lines insurers,,11,7,0,4,3,4,4,0,2,0,1,1,0,0,0,0,1,0,0,-1,2,0,0,2,0,4,0,0,0,-1
31/03/2020,Professional Insurance Australia Pty Ltd,90050266307,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2020,QBE Insurance (Australia) Limited,78003191035,Direct insurer,Direct insurers from large groups,,"1,074","1,306",22,150,"1,157","1,196",920,276,182,123,891,878,13,59,-4,20,0,200,90,365,-100,-95,0,-194,-39,21,40,-65,0,-151
31/03/2020,QBE Insurance (International) Pty Limited,11000000948,Direct insurer,Direct insurers from large groups,,33,17,0,6,11,3,17,-14,-4,2,4,3,1,-1,0,0,1,2,3,4,3,0,0,2,-1,0,0,2,0,-1
31/03/2020,QBE Lenders' Mortgage Insurance Limited,70000511071,Direct insurer,Lenders mortgage insurers,LMI,55,60,0,41,20,20,15,6,15,0,5,4,1,7,0,0,10,0,0,-3,17,-5,0,12,-10,6,0,-1,0,-3
31/03/2020,RAA Insurance Limited,14007872602,Direct insurer,Personal lines insurers,,86,80,0,12,67,66,69,-3,8,8,50,49,1,3,0,0,0,7,0,11,6,1,0,6,0,1,0,2,0,4
31/03/2020,RAC Insurance Pty Limited,59094685882,Direct insurer,Personal lines insurers,,176,159,0,13,146,121,112,9,6,16,99,98,0,13,0,0,0,0,0,13,34,1,0,35,2,14,0,7,0,16
31/03/2020,RACQ Insurance Limited,50009704152,Direct insurer,Personal lines insurers,,255,243,0,21,223,213,199,14,-14,21,205,206,-1,19,0,0,0,3,12,34,-17,9,0,-8,2,1,0,-2,0,-5
31/03/2020,RACT Insurance Pty. Ltd.,96068167804,Direct insurer,Personal lines insurers,,27,25,0,2,23,13,14,-1,0,1,12,12,0,3,0,0,0,3,0,6,5,0,0,5,0,0,0,1,0,3
31/03/2020,RealCover Insurances Pty Limited,72103975355,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2020,RenaissanceRe Europe AG,12146546661,Reinsurer,Reinsurer,,5,16,0,2,15,19,8,11,-1,0,20,13,7,0,0,0,0,4,0,4,-9,1,0,-8,1,2,0,-3,0,-6
31/03/2020,SCOR Reinsurance Asia-Pacific Pte. Ltd.,85071103092,Reinsurer,Reinsurer,,40,38,0,10,27,41,16,25,10,0,31,22,9,0,0,0,0,6,0,6,-10,2,0,-7,1,3,1,-2,0,-5
31/03/2020,Sirius International Insurance Corporation,26764933001,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2020,Sompo Japan Nipponkoa Insurance Inc.,26061428775,Direct insurer,Commercial lines insurers,,7,8,0,5,3,8,3,5,5,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
31/03/2020,Southern Cross Benefits Limited,99133401939,Direct insurer,Personal lines insurers,,2,2,0,0,2,1,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31/03/2020,Sovereign Insurance Australia Pty Ltd,85138079286,Direct insurer,Other direct insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2020,St Andrew's Insurance (Australia) Pty Ltd,89075044656,Direct insurer,Personal lines insurers,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
31/03/2020,StateCover Mutual Limited,36090394755,Direct insurer,Commercial lines insurers,,1,17,0,0,17,16,9,7,-1,0,18,16,2,1,0,0,0,0,0,1,-2,-4,0,-7,-3,4,0,0,0,-14
31/03/2020,Stewart Title Limited,59101720101,Direct insurer,Other direct insurers,,4,4,0,0,4,2,1,1,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
31/03/2020,Swiss Re Asia Pte. Ltd.,19631490447,Reinsurer,Reinsurer,,458,533,0,161,372,802,122,681,515,1,287,225,62,2,0,0,0,103,0,105,-20,3,0,-17,1,36,23,-9,0,-20
31/03/2020,Swiss Re International SE,38138873211,Direct insurer,Commercial lines insurers,,36,73,3,29,44,114,62,52,81,5,28,23,5,2,0,3,1,8,0,11,6,1,0,7,0,4,5,0,0,8
31/03/2020,Swiss Reinsurance Company Ltd,43007479941,Reinsurer,Reinsurer,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2020,The Hollard Insurance Company Pty Ltd,78090584473,Direct insurer,Personal lines insurers,,359,329,5,175,154,296,204,92,185,9,101,100,2,16,-1,5,60,69,1,31,21,1,0,22,4,26,2,0,0,1
31/03/2020,The New India Assurance Co Ltd,93000151593,Reinsurer,Reinsurer,,4,5,0,3,2,14,1,13,6,0,8,10,-2,0,0,0,0,0,0,0,-6,0,0,-6,0,1,0,0,0,-6
31/03/2020,The North of England Protecting and Indemnity Association Limited,33624528123,Direct insurer,Commercial lines insurers,,6,5,0,3,3,1,2,-1,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,3,0,0,-2,0,0,0
31/03/2020,"Tokio Marine & Nichido Fire Insurance Co., Ltd.",80000438291,Direct insurer,Commercial lines insurers,,63,51,1,15,36,116,30,87,69,20,27,23,4,2,4,0,1,12,0,17,-8,0,0,-7,0,2,0,-2,0,-7
31/03/2020,Transatlantic Reinsurance Company,96096053226,Reinsurer,Reinsurer,,4,18,0,3,14,23,11,11,10,0,13,25,-12,0,0,0,0,5,0,5,-3,5,0,2,2,1,0,1,0,2
31/03/2020,TT Club Mutual Insurance Limited,31129394618,Direct insurer,Commercial lines insurers,,3,2,0,2,1,2,2,0,2,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
31/03/2020,"Virginia Surety Company, Inc.",63080339957,Direct insurer,Other direct insurers,,15,10,0,0,10,9,2,7,0,0,9,8,1,1,2,0,0,2,0,5,-4,3,0,-1,1,1,0,0,0,-1
31/03/2020,Westpac General Insurance Limited,99003719319,Direct insurer,Personal lines insurers,,139,140,5,16,124,175,104,71,16,7,153,152,1,11,0,5,0,16,8,40,-69,0,0,-68,0,1,2,-20,0,-47
31/03/2020,Westpac Lenders Mortgage Insurance Limited,60074042934,Direct insurer,Lenders mortgage insurers,LMI,38,51,0,46,4,8,6,2,6,0,2,3,0,-1,13,0,10,0,2,5,-3,-1,0,-4,-3,1,0,-2,0,-5
31/03/2020,XL Insurance Company SE,36083570441,Direct insurer,Commercial lines insurers,,219,173,1,109,64,225,48,176,166,0,59,62,-3,18,0,1,24,0,0,-4,10,6,0,16,1,15,0,0,0,1
31/03/2020,Youi Pty Ltd,79123074733,Direct insurer,Personal lines insurers,,185,179,3,13,165,185,174,11,65,16,104,104,-1,20,0,3,0,0,0,23,39,2,0,41,-1,35,0,2,0,4
31/03/2020,Zurich Australian Insurance Limited,13000296640,Direct insurer,Commercial lines insurers,,286,374,6,76,297,400,251,148,132,30,237,210,28,0,8,6,9,82,28,115,-55,-35,0,-90,-10,-1,2,-30,0,-68
31/12/2019,AAI Limited,48005297807,Direct insurer,Direct insurers from large groups,,"2,105","2,084",35,244,"1,841","1,628","1,572",56,40,77,"1,511","1,635",-124,167,-55,35,27,88,109,317,12,1,0,13,26,41,29,6,0,22
31/12/2019,Achmea Schadeverzekeringen N.V.,86158237702,Direct insurer,Commercial lines insurers,,2,11,0,1,10,18,6,12,0,0,17,17,0,0,0,1,0,0,0,1,-8,0,0,-7,0,8,0,0,0,-15
31/12/2019,AIG Australia Limited,93004727753,Direct insurer,Commercial lines insurers,,281,228,6,114,115,138,132,5,70,2,66,72,-7,9,0,3,32,35,4,19,30,-3,0,26,3,21,1,1,-7,1
31/12/2019,Aioi Nissay Dowa Insurance Company Australia Pty Ltd,11132524282,Direct insurer,Personal lines insurers,,40,54,0,6,49,45,45,1,4,14,27,27,0,0,1,0,0,9,0,10,11,0,0,11,1,8,0,-6,0,10
31/12/2019,Aioi Nissay Dowa Insurance Company Limited,39096302466,Direct insurer,Personal lines insurers,Run-off,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
31/12/2019,Allianz Australia Insurance Limited,15000122850,Direct insurer,Direct insurers from large groups,,"1,222","1,309",18,95,"1,214",968,925,43,129,65,774,968,-194,96,13,18,12,174,38,328,113,-42,-2,72,29,82,57,15,0,61
31/12/2019,Allied World Assurance Company Limited,54163304907,Direct insurer,Commercial lines insurers,,28,16,1,10,6,13,8,4,5,0,7,-2,9,0,0,1,2,2,0,0,-1,0,0,-1,0,2,0,0,0,-3
31/12/2019,Ansvar Insurance Limited,21007216506,Direct insurer,Commercial lines insurers,,35,31,1,20,11,13,16,-2,2,0,11,11,1,2,2,1,4,3,0,4,-4,0,0,-5,0,3,0,-2,0,-5
31/12/2019,ANZ Lenders Mortgage Insurance Pty. Limited,77008680055,Direct insurer,Lenders mortgage insurers,LMI,25,39,0,13,26,12,14,-1,4,0,8,8,0,0,0,0,4,0,0,-4,22,1,1,23,2,0,0,7,0,17
31/12/2019,Arch LMI Pty Ltd,60601356174,Direct insurer,Lenders mortgage insurers,LMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-3
31/12/2019,Aspen Insurance UK Limited,33128637650,Reinsurer,Reinsurer,,12,17,0,10,7,9,7,2,5,0,4,3,1,0,3,0,3,3,0,3,-1,0,0,-1,0,1,-1,-1,0,-2
31/12/2019,Assetinsure Pty Limited,65066463803,Direct insurer,Commercial lines insurers,,20,15,0,3,12,4,5,-1,1,0,3,0,3,0,0,0,1,6,2,7,2,0,0,2,0,6,6,1,0,1
31/12/2019,Atradius Credito Y Caucion S.A. De Seguros Y Reaseguros,90610834556,Direct insurer,Other direct insurers,,17,16,0,10,6,13,13,1,7,2,5,4,1,2,0,0,4,0,0,-2,3,0,0,3,0,4,1,0,0,1
31/12/2019,Auto & General Insurance Company Limited,42111586353,Direct insurer,Personal lines insurers,,250,236,3,10,226,182,146,36,6,35,140,139,1,0,0,3,0,53,0,57,29,3,0,31,0,17,0,4,0,10
31/12/2019,Avant Insurance Limited,82003707471,Direct insurer,Commercial lines insurers,,128,63,0,3,60,63,61,2,6,14,43,49,-6,6,0,3,0,0,0,8,9,2,0,10,3,20,14,2,0,5
31/12/2019,Barristers' Sickness & Accident Fund Pty Ltd,78600371397,Direct insurer,Other direct insurers,Captive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
31/12/2019,Berkley Insurance Company,53126559706,Direct insurer,Commercial lines insurers,,50,56,0,6,49,4,18,-15,-8,0,12,55,-44,0,0,0,0,10,0,10,28,-3,0,25,1,5,-1,9,0,11
31/12/2019,Berkshire Hathaway Specialty Insurance Company,84600643034,Direct insurer,Commercial lines insurers,,116,71,2,43,29,58,21,37,38,0,19,16,3,0,0,2,9,5,0,-2,11,0,0,11,0,10,2,1,0,3
31/12/2019,BHP Marine & General Insurances Pty Ltd,79004958178,Direct insurer,Commercial lines insurers,Captive,8,6,0,0,6,-1,2,-3,0,0,-1,-1,0,0,0,0,0,0,0,0,7,0,0,7,-32,0,0,3,0,-29
31/12/2019,Boral Insurance Pty Limited,67000736318,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2019,Catholic Church Insurance Limited,76000005210,Direct insurer,Commercial lines insurers,,72,64,2,24,40,47,39,8,14,0,33,12,21,0,0,3,5,0,12,10,-3,11,0,7,7,4,1,0,-1,9
31/12/2019,Chubb Insurance Australia Ltd,23001642020,Direct insurer,Commercial lines insurers,,462,363,7,100,263,211,223,-12,62,8,141,148,-8,21,-13,7,18,62,15,75,48,-22,0,26,-5,3,1,3,0,17
31/12/2019,CIC Allianz Insurance Limited,56094802801,Direct insurer,Direct insurers from large groups,,0,4,0,4,0,-26,18,-44,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2019,Commonwealth Insurance Limited,96067524216,Direct insurer,Personal lines insurers,,198,199,7,17,182,236,125,111,-2,7,231,230,1,3,0,7,0,15,7,31,-80,1,0,-80,1,2,0,-24,0,-56
31/12/2019,Commonwealth Steamship Insurance Company Proprietary Limited,86004127431,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2019,Compagnie Francaise D'Assurance Pour Le Commerce Exterieur,60130761116,Direct insurer,Other direct insurers,,4,5,0,1,4,-1,1,-1,0,0,-1,-1,0,0,0,0,2,1,0,-1,7,0,0,7,0,3,1,1,0,3
31/12/2019,Corrvas Insurance Pty Ltd,92088684799,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2019,Credicorp Insurance Pty. Ltd.,50069196756,Direct insurer,Personal lines insurers,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
31/12/2019,Domestic & General Insurance PLC,11124040768,Direct insurer,Other direct insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
31/12/2019,Employers Mutual Limited,67000006486,Direct insurer,Commercial lines insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,86,1,0,0
31/12/2019,Eric Insurance Limited,18009129793,Direct insurer,Other direct insurers,,23,24,0,0,24,7,7,0,0,1,6,6,0,0,0,0,0,16,0,16,2,1,0,3,0,3,0,0,0,0
31/12/2019,Factory Mutual Insurance Company,47163108861,Direct insurer,Commercial lines insurers,,82,66,4,34,32,24,35,-10,10,0,14,32,-18,1,5,4,3,0,0,7,11,2,0,13,0,10,0,0,0,3
31/12/2019,First American Title Insurance Company of Australia Pty Limited,64075279908,Direct insurer,Other direct insurers,,2,2,0,0,2,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,1
31/12/2019,FM Insurance Company Limited,99007502829,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2019,General Reinsurance Australia Ltd,16008427450,Reinsurer,Reinsurer,,59,64,0,18,47,38,9,29,22,0,16,57,-41,11,-9,0,0,0,-1,0,30,0,0,30,0,0,0,9,0,21
31/12/2019,Genworth Financial Mortgage Indemnity Limited,55001825725,Direct insurer,Lenders mortgage insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2019,Genworth Financial Mortgage Insurance Pty Limited,60106974305,Direct insurer,Lenders mortgage insurers,LMI,135,89,0,14,74,34,41,-7,0,3,31,0,31,12,0,0,0,0,15,27,17,-12,0,5,7,4,0,2,0,7
31/12/2019,Gordian Runoff Limited,11052179647,Reinsurer,Reinsurer,Run-off,0,0,0,0,0,-7,21,-28,-1,0,-6,0,-6,0,0,0,0,0,0,0,6,-1,0,5,-2,1,0,1,0,1
31/12/2019,Great Lakes Insurance SE,18964580576,Direct insurer,Personal lines insurers,,4,3,0,3,0,40,16,24,39,1,0,0,0,0,0,0,2,-1,0,-3,2,0,0,2,0,2,0,0,0,0
31/12/2019,Guild Insurance Limited,55004538863,Direct insurer,Commercial lines insurers,,39,53,2,6,47,28,23,6,4,1,23,29,-5,4,0,0,2,4,0,7,17,0,0,17,0,13,0,1,0,3
31/12/2019,Hallmark General Insurance Company Ltd.,82008477647,Direct insurer,Personal lines insurers,,9,12,0,0,12,5,4,0,0,0,5,4,0,0,0,0,0,2,0,2,5,1,0,5,0,4,0,0,0,1
31/12/2019,Hannover Ruck SE,88002927031,Reinsurer,Reinsurer,,177,174,0,13,161,177,93,84,44,0,133,165,-33,0,36,0,1,44,0,79,-51,-1,0,-52,-7,3,1,-19,0,-42
31/12/2019,HDI Global SE,55490279016,Direct insurer,Commercial lines insurers,,48,48,1,30,18,38,10,28,24,0,15,12,3,2,0,1,6,4,1,2,0,1,0,1,0,2,1,0,0,-1
31/12/2019,HDI Global Specialty SE,58129395544,Direct insurer,Commercial lines insurers,,59,51,1,45,6,96,24,73,88,0,9,8,0,0,0,1,12,10,0,-1,-2,0,0,-2,0,2,0,-1,0,-3
31/12/2019,Hospitality Employers Mutual Limited,34124091470,Direct insurer,Commercial lines insurers,,19,19,0,6,13,8,8,1,3,0,6,8,-3,0,0,1,2,1,3,2,5,-1,0,4,0,1,0,1,0,2
31/12/2019,HSB Engineering Insurance Limited,24076158962,Direct insurer,Commercial lines insurers,,0,0,0,0,0,-1,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
31/12/2019,Insurance Australia Limited,11000016722,Direct insurer,Direct insurers from large groups,,"1,823","2,049",46,"1,540",510,"1,927","1,527",399,"1,615",102,211,259,-48,79,0,78,254,156,141,199,100,15,0,114,6,91,75,35,0,70
31/12/2019,Insurance Manufacturers of Australia Pty Limited,93004208084,Direct insurer,Direct insurers from large groups,,880,899,31,62,837,"1,075",733,342,109,90,876,876,0,94,0,33,0,30,34,190,-229,4,0,-225,4,1,0,-67,0,-154
31/12/2019,Lawcover Insurance Pty Limited,15095082509,Direct insurer,Commercial lines insurers,,0,18,0,3,16,16,15,1,0,0,16,12,4,0,0,0,0,0,4,4,-4,0,0,-4,0,0,1,-1,0,-2
31/12/2019,LFI Group Pty Ltd,31138903581,Direct insurer,Personal lines insurers,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2019,Liberty Mutual Insurance Company,61086083605,Direct insurer,Commercial lines insurers,,219,129,1,54,74,61,88,-28,6,0,55,43,12,-8,8,1,13,12,0,0,20,-3,0,17,-2,24,2,-2,0,-6
31/12/2019,MDA National Insurance Pty Ltd,56058271417,Direct insurer,Commercial lines insurers,,0,18,0,1,17,19,23,-5,0,4,15,14,0,0,0,0,0,0,1,1,2,2,0,4,0,6,0,-1,0,-2
31/12/2019,Medical Insurance Australia Pty Limited,99092709629,Direct insurer,Commercial lines insurers,,1,13,0,2,12,3,15,-11,1,-4,6,11,-5,0,0,0,0,0,0,0,5,0,0,6,0,6,0,0,0,0
31/12/2019,MetLife General Insurance Limited,64004195895,Direct insurer,Commercial lines insurers,Run-off,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0
31/12/2019,MIPS Insurance Pty Ltd,81089048359,Direct insurer,Commercial lines insurers,,0,12,0,6,6,18,10,8,7,4,7,9,-2,0,0,1,2,0,0,-1,0,0,0,0,1,1,0,0,0,0
31/12/2019,"Mitsui Sumitomo Insurance Company, Limited",49000525637,Direct insurer,Other direct insurers,,32,28,0,17,11,17,10,7,8,1,9,9,0,0,0,1,6,7,0,2,0,0,0,1,0,3,0,0,0,-2
31/12/2019,Munchener Ruckversicherungs-Gesellschaft (Munich Reinsurance Company),90009763526,Reinsurer,Reinsurer,,300,367,0,58,309,119,233,-114,62,0,58,213,-155,0,0,0,0,77,0,76,175,-22,1,153,-4,11,4,-21,0,163
31/12/2019,North Insurances Pty. Ltd.,21050197110,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,-2,0,0,-2,0,0,0,0,0,-1
31/12/2019,OnePath General Insurance Pty Limited,56072892365,Direct insurer,Personal lines insurers,,3,6,0,0,6,1,2,-1,0,0,1,1,0,1,0,0,0,0,0,1,4,0,0,4,0,-6,0,3,0,7
31/12/2019,Optus Insurance Services Pty Limited,12005711928,Direct insurer,Personal lines insurers,,23,22,0,0,22,19,19,0,0,3,16,16,0,2,0,0,0,0,0,2,5,0,0,5,0,0,0,1,0,4
31/12/2019,Pacific International Insurance Pty Limited,83169311193,Direct insurer,Commercial lines insurers,,9,5,0,3,2,3,2,1,2,0,1,1,0,0,0,0,3,1,0,-3,4,0,0,4,0,4,1,0,0,0
31/12/2019,Professional Insurance Australia Pty Ltd,90050266307,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2019,QBE Insurance (Australia) Limited,78003191035,Direct insurer,Direct insurers from large groups,,"1,272","1,328",23,190,"1,138","1,105",876,228,342,103,660,761,-102,45,4,35,0,198,122,403,75,21,0,96,3,42,4,-9,2,72
31/12/2019,QBE Insurance (International) Pty Limited,11000000948,Direct insurer,Direct insurers from large groups,,10,16,0,5,11,5,12,-8,1,1,3,2,0,0,0,0,0,3,2,4,4,-2,0,2,1,0,0,3,0,0
